id,title,title_fr,slug,path,country,latlng,source,type
locations:isr_c_0075,Bu`eina,,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.80636, ""lng"":35.36486}",,node
locations:isr_c_0076,"Bu'ayna-Nujaydat",,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.80966, ""lng"":35.36987}",,node
locations:isr_c_0077,"Buqei'a",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.97747, ""lng"":35.33345}",,node
locations:isr_c_0078,Burgata,,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.32635, ""lng"":34.96236}",,node
locations:isr_c_0079,"Bustan HaGalil",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.95119, ""lng"":35.08298}",,node
locations:isr_c_0080,Caesarea,,[isr],"[isr,isr_a1_3,isr_a2_04]",,"{""lat"":32.51888, ""lng"":34.90459}",,node
locations:isr_c_0081,Dabburiya,,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.69256, ""lng"":35.37123}",,node
locations:isr_c_0082,"Daliyat al Karmel",,[isr],"[isr,isr_a1_3,isr_a2_05]",,"{""lat"":32.69383, ""lng"":35.04686}",,node
locations:isr_c_0083,"Deir el Asad",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.93598, ""lng"":35.26998}",,node
locations:isr_c_0084,"Deir Hanna",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.86196, ""lng"":35.36365}",,node
locations:isr_c_0085,Dimona,,[isr],"[isr,isr_a1_4,isr_a2_07]",,"{""lat"":31.07079, ""lng"":35.03269}",,node
locations:isr_c_0086,Drijat,,[isr],"[isr,isr_a1_4,isr_a2_07]",,"{""lat"":31.30069, ""lng"":35.07632}",,node
locations:isr_c_0087,Dvira,,[isr],"[isr,isr_a1_4,isr_a2_07]",,"{""lat"":31.41222, ""lng"":34.8254}",,node
locations:isr_c_0088,"'Eilabun",,[isr],"[isr,isr_a1_1,isr_a2_02]",,"{""lat"":32.83693, ""lng"":35.40029}",,node
locations:isr_c_0089,Eilat,,[isr],"[isr,isr_a1_4,isr_a2_07]",,"{""lat"":29.55805, ""lng"":34.94821}",,node
locations:isr_c_0090,"'Ein Mahil",,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.72304, ""lng"":35.35303}",,node
locations:isr_c_0091,"'Ein Naquba",,[isr],"[isr,isr_a1_6,isr_a2_15]",,"{""lat"":31.79366, ""lng"":35.12064}",,node
locations:isr_c_0092,"'Ein Quniya",,[isr],"[isr,isr_a1_1,isr_a2_03]",,"{""lat"":33.23752, ""lng"":35.73131}",,node
locations:isr_c_0093,"'Ein Rafa",,[isr],"[isr,isr_a1_6,isr_a2_15]",,"{""lat"":31.7902, ""lng"":35.11528}",,node
locations:isr_c_0094,"Ein Sarid",,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.27413, ""lng"":34.93408}",,node
locations:isr_c_0095,"Ein Vered",,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.26667, ""lng"":34.93333}",,node
locations:isr_c_0096,"El Fureidis",,[isr],"[isr,isr_a1_3,isr_a2_04]",,"{""lat"":32.59812, ""lng"":34.95153}",,node
locations:isr_c_0097,"El Ghajar",,[isr],"[isr,isr_a1_1,isr_a2_03]",,"{""lat"":33.27115, ""lng"":35.62288}",,node
locations:isr_c_0098,"El Mazra`a",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.98338, ""lng"":35.09837}",,node
locations:isr_c_0099,"El'ad",,[isr],"[isr,isr_a1_5,isr_a2_08]",,"{""lat"":32.04984, ""lng"":34.95382}",,node
locations:isr_c_0100,"Elishama'",,[isr],"[isr,isr_a1_5,isr_a2_08]",,"{""lat"":32.15208, ""lng"":34.92827}",,node
locations:isr_c_0101,Elon,,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":33.06365, ""lng"":35.22009}",,node
locations:isr_c_0102,Elyakhin,,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.40793, ""lng"":34.92433}",,node
locations:isr_c_0103,"'En Ayyala",,[isr],"[isr,isr_a1_3,isr_a2_04]",,"{""lat"":32.62899, ""lng"":34.94483}",,node
locations:isr_c_0104,"En Boqeq",,[isr],"[isr,isr_a1_4,isr_a2_07]",,"{""lat"":31.19941, ""lng"":35.36253}",,node
locations:isr_c_0105,"'En Dor",,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.65614, ""lng"":35.41703}",,node
locations:isr_c_0106,"'En HaMifraz",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.90308, ""lng"":35.09619}",,node
locations:isr_c_0107,"'En Ya'aqov",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":33.00977, ""lng"":35.22982}",,node
locations:isr_c_0108,"Er Reina",,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.72339, ""lng"":35.31622}",,node
locations:isr_c_0109,"Esh Sheikh Dannun",,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":32.9941, ""lng"":35.14805}",,node
locations:isr_c_0110,"Eshta'ol",,[isr],"[isr,isr_a1_6,isr_a2_15]",,"{""lat"":31.78072, ""lng"":35.00994}",,node
locations:isr_c_0111,"Et Taiyiba",,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.26616, ""lng"":35.00893}",,node
locations:isr_c_0112,"Et Tira",,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.2341, ""lng"":34.95023}",,node
locations:isr_c_0113,"Even Shemu'el",,[isr],"[isr,isr_a1_4,isr_a2_06]",,"{""lat"":31.57641, ""lng"":34.76342}",,node
locations:isr_c_0114,"Even Yehuda",,[isr],"[isr,isr_a1_5,isr_a2_09]",,"{""lat"":32.26959, ""lng"":34.88759}",,node
locations:isr_c_0115,Fassuta,,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":33.04895, ""lng"":35.30893}",,node
locations:isr_c_0116,Fiq,,[isr],"[isr,isr_a1_1,isr_a2_03]",,"{""lat"":32.77935, ""lng"":35.70032}",,node
locations:isr_c_0117,"Gan Ner",,[isr],"[isr,isr_a1_1,isr_a2_12]",,"{""lat"":32.53106, ""lng"":35.3377}",,node
locations:isr_c_0118,"Gan Yavne",,[isr],"[isr,isr_a1_5,isr_a2_11]",,"{""lat"":31.78737, ""lng"":34.70659}",,node
locations:isr_c_0119,"Ganei Tikva",,[isr],"[isr,isr_a1_5,isr_a2_08]",,"{""lat"":32.05971, ""lng"":34.8732}",,node
locations:isr_c_0120,Gedera,,[isr],"[isr,isr_a1_5,isr_a2_11]",,"{""lat"":31.81456, ""lng"":34.77998}",,node
locations:isr_c_0121,GesherHaZiv,,[isr],"[isr,isr_a1_1,isr_a2_13]",,"{""lat"":33.04039, ""lng"":35.11065}",,node
locations:isr_c_0122,"Geva' Karmel",,[isr],"[isr,isr_a1_3,isr_a2_04]",,"{""lat"":32.66002, ""lng"":34.94874}",,node
